Reference	s37rep1	s37rep2	s37rep3	s32rep2	s32rep1	s32rep3
ENST00000262746.5	517.0	513.0	223.0	481.0	502.0	352.0
ENST00000401406.3	517.0	538.0	402.0	550.0	570.0	546.0
ENST00000677107.1	516.0	523.0	332.0	513.0	521.0	446.0
ENST00000329251.5	516.0	529.0	521.0	469.0	474.0	451.0
ENST00000373335.4	515.0	508.0	307.0	515.0	504.0	503.0
ENST00000335895.12	513.0	475.0	476.0	479.0	489.0	494.0
ENST00000534385.2	509.0	530.0	373.0	497.0	493.0	471.0
ENST00000507754.9	509.0	535.0	484.0	530.0	513.0	508.0
ENST00000532004.5	508.0	657.0	551.0	569.0	474.0	495.0
ENST00000358666.7	503.0	529.0	323.0	449.0	453.0	399.0
ENST00000257262.12	502.0	528.0	496.0	514.0	505.0	526.0
ENST00000369817.7	501.0	522.0	558.0	494.0	507.0	530.0
ENST00000362610.1	495.0	316.0	298.0	381.0	415.0	424.0
ENST00000216146.9	494.0	520.0	559.0	442.0	419.0	474.0
ENST00000688882.1	494.0	514.0	366.0	484.0	477.0	457.0
ENST00000647835.1	490.0	485.0	299.0	494.0	480.0	484.0
ENST00000378665.1	490.0	534.0	468.0	501.0	512.0	558.0
ENST00000560583.5	487.0	511.0	589.0	476.0	470.0	446.0
ENST00000467825.2	487.0	524.0	590.0	502.0	488.0	539.0
ENST00000309268.11	482.0	461.0	444.0	418.0	390.0	372.0
ENST00000395535.7	478.0	465.0	366.0	487.0	495.0	465.0
ENST00000344746.8	477.0	497.0	531.0	466.0	478.0	501.0
ENST00000362545.1	473.0	304.0	279.0	370.0	400.0	425.0
ENST00000401609.5	473.0	498.0	537.0	425.0	402.0	456.0
ENST00000612327.1	472.0	530.0	426.0	480.0	485.0	483.0
ENST00000595158.5	471.0	501.0	514.0	485.0	471.0	506.0
ENST00000618338.1	470.0	509.0	420.0	480.0	480.0	478.0
ENST00000619253.1	466.0	525.0	426.0	480.0	483.0	483.0
ENST00000617122.1	464.0	494.0	386.0	495.0	462.0	497.0
ENST00000613276.1	461.0	513.0	423.0	485.0	481.0	478.0
ENST00000686391.1	461.0	479.0	340.0	452.0	445.0	428.0
ENST00000610406.1	460.0	515.0	422.0	488.0	488.0	478.0
ENST00000621307.1	459.0	517.0	418.0	488.0	494.0	472.0
ENST00000619966.1	458.0	519.0	419.0	478.0	486.0	474.0
ENST00000248566.4	457.0	468.0	342.0	448.0	469.0	433.0
ENST00000396070.6	454.0	503.0	562.0	532.0	525.0	623.0
ENST00000270142.11	451.0	451.0	356.0	423.0	440.0	409.0
ENST00000617282.1	451.0	516.0	416.0	486.0	492.0	484.0
ENST00000337003.4	449.0	464.0	337.0	470.0	486.0	488.0
ENST00000491404.2	449.0	418.0	404.0	379.0	361.0	343.0
ENST00000577910.1	448.0	462.0	496.0	457.0	434.0	503.0
ENST00000678703.1	448.0	415.0	395.0	367.0	349.0	339.0
ENST00000302907.9	444.0	281.0	311.0	268.0	527.0	132.0
ENST00000582078.2	444.0	402.0	558.0	372.0	376.0	490.0
ENST00000409194.5	442.0	442.0	259.0	503.0	483.0	371.0
ENST00000522934.5	438.0	477.0	416.0	467.0	416.0	530.0
ENST00000361381.2	438.0	338.0	311.0	271.0	348.0	299.0
ENST00000413699.7	436.0	451.0	464.0	422.0	423.0	449.0
ENST00000084795.9	435.0	390.0	414.0	390.0	392.0	197.0
ENST00000520517.5	432.0	471.0	410.0	461.0	410.0	522.0
ENST00000284971.8	430.0	449.0	345.0	423.0	416.0	406.0
ENST00000307839.10	430.0	445.0	458.0	413.0	415.0	441.0
ENST00000639712.1	430.0	239.0	563.0	237.0	330.0	195.0
ENST00000646086.3	427.0	406.0	372.0	352.0	360.0	334.0
ENST00000635699.1	421.0	398.0	266.0	395.0	436.0	341.0
ENST00000645496.2	420.0	421.0	446.0	420.0	402.0	441.0
ENST00000644549.1	418.0	573.0	519.0	504.0	423.0	444.0
ENST00000454893.1	417.0	391.0	243.0	388.0	394.0	300.0
ENST00000601306.1	413.0	439.0	477.0	399.0	426.0	438.0
ENST00000443624.6	411.0	459.0	471.0	443.0	449.0	468.0
ENST00000678683.1	410.0	433.0	479.0	415.0	406.0	480.0
ENST00000479035.7	410.0	430.0	446.0	400.0	398.0	446.0
ENST00000395422.4	409.0	308.0	275.0	324.0	433.0	265.0
ENST00000527853.1	408.0	429.0	444.0	423.0	413.0	467.0
ENST00000628755.1	408.0	429.0	444.0	423.0	413.0	467.0
ENST00000648640.1	405.0	412.0	414.0	396.0	382.0	375.0
ENST00000477624.1	404.0	407.0	323.0	417.0	430.0	363.0
ENST00000247866.9	402.0	394.0	228.0	378.0	396.0	271.0
ENST00000336023.9	401.0	340.0	174.0	343.0	375.0	221.0
ENST00000676862.1	399.0	370.0	370.0	373.0	381.0	385.0
ENST00000368811.8	398.0	398.0	386.0	370.0	377.0	371.0
ENST00000567436.2	398.0	364.0	253.0	430.0	428.0	266.0
ENST00000524349.5	388.0	413.0	456.0	402.0	393.0	456.0
ENST00000611050.4	387.0	400.0	411.0	372.0	373.0	396.0
ENST00000553514.5	384.0	411.0	323.0	410.0	383.0	413.0
ENST00000370089.6	381.0	387.0	311.0	384.0	382.0	391.0
ENST00000494946.6	379.0	408.0	367.0	405.0	385.0	430.0
ENST00000225655.6	378.0	314.0	258.0	336.0	367.0	147.0
ENST00000584912.5	378.0	396.0	411.0	367.0	364.0	412.0
ENST00000296930.10	373.0	336.0	234.0	360.0	392.0	251.0
ENST00000369815.6	372.0	381.0	278.0	380.0	391.0	386.0
ENST00000429985.1	371.0	392.0	315.0	390.0	390.0	332.0
ENST00000361681.2	368.0	244.0	290.0	177.0	252.0	195.0
ENST00000508495.5	368.0	366.0	331.0	369.0	381.0	343.0
ENST00000366815.10	367.0	346.0	263.0	331.0	363.0	311.0
ENST00000400094.5	367.0	377.0	293.0	361.0	355.0	348.0
ENST00000541893.5	367.0	385.0	364.0	372.0	369.0	382.0
ENST00000302182.8	364.0	335.0	294.0	318.0	334.0	319.0
ENST00000614737.4	362.0	228.0	251.0	217.0	430.0	107.0
ENST00000709520.1	359.0	344.0	260.0	359.0	381.0	311.0
ENST00000651545.1	359.0	382.0	379.0	375.0	350.0	375.0
ENST00000361789.2	359.0	347.0	351.0	264.0	265.0	324.0
ENST00000328848.6	359.0	344.0	260.0	358.0	380.0	311.0
ENST00000599167.5	357.0	373.0	364.0	345.0	348.0	357.0
ENST00000514360.5	354.0	328.0	329.0	330.0	337.0	342.0
ENST00000221784.8	354.0	285.0	231.0	307.0	415.0	221.0
ENST00000416931.1	352.0	358.0	371.0	385.0	369.0	390.0
ENST00000296674.13	346.0	368.0	365.0	362.0	337.0	361.0
ENST00000709248.1	345.0	211.0	265.0	228.0	264.0	123.0
ENST00000533161.5	344.0	211.0	265.0	229.0	264.0	124.0
ENST00000588830.1	342.0	425.0	389.0	388.0	300.0	350.0
ENST00000393196.8	341.0	339.0	180.0	333.0	358.0	247.0
ENST00000469605.2	340.0	348.0	316.0	353.0	340.0	354.0
ENST00000537328.6	337.0	354.0	333.0	346.0	339.0	354.0
ENST00000589656.6	336.0	308.0	327.0	289.0	422.0	214.0
ENST00000503277.6	334.0	354.0	371.0	363.0	321.0	367.0
ENST00000678774.1	332.0	290.0	206.0	314.0	353.0	221.0
ENST00000545210.5	331.0	349.0	330.0	346.0	340.0	354.0
ENST00000590864.2	330.0	348.0	352.0	344.0	322.0	352.0
ENST00000677357.1	329.0	292.0	205.0	315.0	349.0	222.0
ENST00000593233.1	328.0	327.0	259.0	346.0	355.0	312.0
ENST00000380591.8	328.0	302.0	304.0	307.0	312.0	314.0
ENST00000709625.1	328.0	327.0	259.0	346.0	355.0	312.0
ENST00000488775.5	328.0	345.0	126.0	468.0	444.0	298.0
ENST00000362653.1	328.0	221.0	213.0	260.0	301.0	292.0
ENST00000518406.5	327.0	337.0	305.0	316.0	306.0	348.0
ENST00000274606.8	325.0	310.0	203.0	314.0	329.0	194.0
ENST00000626906.1	325.0	266.0	233.0	270.0	364.0	179.0
ENST00000465752.1	325.0	265.0	234.0	269.0	364.0	179.0
ENST00000590247.7	325.0	261.0	212.0	281.0	381.0	203.0
ENST00000491035.5	324.0	344.0	362.0	319.0	325.0	340.0
ENST00000511472.5	321.0	320.0	299.0	407.0	395.0	384.0
ENST00000291568.7	321.0	301.0	208.0	283.0	326.0	169.0
ENST00000567229.5	319.0	312.0	321.0	301.0	305.0	288.0
ENST00000307106.3	319.0	273.0	225.0	405.0	391.0	265.0
ENST00000616928.3	317.0	196.0	221.0	187.0	377.0	90.0
ENST00000617291.3	315.0	196.0	220.0	190.0	375.0	91.0
ENST00000610953.3	315.0	196.0	219.0	186.0	375.0	91.0
ENST00000616877.3	314.0	197.0	220.0	186.0	379.0	93.0
ENST00000618751.3	314.0	197.0	218.0	188.0	376.0	90.0
ENST00000616839.3	314.0	198.0	221.0	187.0	376.0	90.0
ENST00000620720.3	313.0	198.0	222.0	189.0	381.0	93.0
ENST00000402285.7	310.0	332.0	349.0	333.0	309.0	360.0
ENST00000610520.5	309.0	304.0	285.0	277.0	252.0	241.0
ENST00000698398.1	308.0	327.0	184.0	360.0	338.0	304.0
ENST00000286953.8	308.0	322.0	245.0	348.0	350.0	322.0
ENST00000495843.1	305.0	328.0	343.0	324.0	306.0	357.0
ENST00000228140.6	304.0	307.0	321.0	324.0	318.0	342.0
ENST00000560274.1	302.0	532.0	335.0	417.0	241.0	323.0
ENST00000234875.9	301.0	318.0	303.0	302.0	309.0	322.0
ENST00000589880.1	301.0	241.0	252.0	248.0	315.0	223.0
ENST00000361624.2	300.0	236.0	277.0	175.0	207.0	205.0
ENST00000370081.6	300.0	305.0	245.0	302.0	301.0	308.0
ENST00000335514.10	299.0	227.0	209.0	233.0	348.0	212.0
ENST00000647074.2	299.0	227.0	210.0	233.0	348.0	212.0
ENST00000290299.7	299.0	298.0	261.0	277.0	289.0	294.0
ENST00000398884.7	299.0	293.0	173.0	337.0	337.0	242.0
ENST00000355938.9	299.0	305.0	130.0	291.0	306.0	211.0
ENST00000550697.6	298.0	311.0	249.0	296.0	296.0	290.0
ENST00000372879.8	297.0	331.0	261.0	317.0	299.0	269.0
ENST00000581373.5	297.0	338.0	327.0	331.0	310.0	331.0
ENST00000518139.5	296.0	319.0	309.0	336.0	302.0	292.0
ENST00000396861.5	294.0	301.0	245.0	294.0	313.0	257.0
ENST00000530398.1	294.0	465.0	362.0	458.0	295.0	317.0
ENST00000635948.1	293.0	196.0	220.0	200.0	285.0	152.0
ENST00000599870.1	292.0	280.0	282.0	285.0	310.0	284.0
ENST00000308774.6	292.0	286.0	194.0	246.0	268.0	216.0
ENST00000673047.2	289.0	283.0	192.0	276.0	290.0	239.0
ENST00000393366.7	289.0	288.0	126.0	279.0	292.0	201.0
ENST00000350669.5	289.0	283.0	192.0	276.0	290.0	239.0
ENST00000261070.7	288.0	271.0	207.0	265.0	285.0	218.0
ENST00000234590.10	288.0	259.0	151.0	266.0	279.0	182.0
ENST00000443003.2	288.0	280.0	300.0	261.0	266.0	271.0
ENST00000329559.8	286.0	303.0	236.0	302.0	285.0	304.0
ENST00000307961.11	286.0	277.0	286.0	268.0	273.0	255.0
ENST00000348108.8	281.0	294.0	236.0	276.0	278.0	273.0
ENST00000398881.4	281.0	272.0	154.0	338.0	338.0	246.0
ENST00000295682.6	281.0	265.0	242.0	241.0	297.0	235.0
ENST00000708077.1	281.0	241.0	242.0	240.0	306.0	220.0
ENST00000258424.3	281.0	241.0	242.0	240.0	306.0	220.0
ENST00000380377.9	278.0	270.0	254.0	256.0	262.0	261.0
ENST00000526409.5	278.0	287.0	279.0	253.0	258.0	246.0
ENST00000646370.2	277.0	248.0	145.0	255.0	268.0	175.0
ENST00000520468.7	277.0	302.0	262.0	296.0	263.0	335.0
ENST00000233468.5	275.0	266.0	215.0	294.0	298.0	289.0
ENST00000511475.6	275.0	273.0	246.0	275.0	285.0	255.0
ENST00000336097.7	274.0	271.0	145.0	268.0	288.0	198.0
ENST00000401695.8	274.0	273.0	276.0	287.0	278.0	261.0
ENST00000396705.10	274.0	267.0	169.0	266.0	296.0	203.0
ENST00000392369.6	271.0	249.0	171.0	259.0	285.0	197.0
ENST00000525340.5	271.0	277.0	274.0	246.0	249.0	237.0
ENST00000327772.7	268.0	264.0	202.0	264.0	299.0	269.0
ENST00000652380.1	268.0	266.0	233.0	248.0	259.0	263.0
ENST00000582193.5	268.0	289.0	303.0	283.0	275.0	286.0
ENST00000409906.9	268.0	288.0	258.0	283.0	276.0	307.0
ENST00000495392.1	268.0	286.0	431.0	315.0	206.0	325.0
ENST00000237889.9	267.0	268.0	155.0	253.0	246.0	182.0
ENST00000429728.1	264.0	253.0	153.0	262.0	244.0	189.0
ENST00000409960.6	262.0	308.0	257.0	268.0	245.0	295.0
ENST00000558131.1	258.0	273.0	312.0	277.0	253.0	250.0
ENST00000363688.1	258.0	170.0	183.0	220.0	215.0	230.0
ENST00000498309.1	257.0	280.0	247.0	262.0	268.0	292.0
ENST00000433898.5	257.0	258.0	149.0	245.0	239.0	178.0
ENST00000557016.6	257.0	244.0	194.0	270.0	273.0	251.0
ENST00000544920.2	257.0	323.0	333.0	293.0	282.0	313.0
ENST00000601390.1	255.0	269.0	274.0	263.0	258.0	268.0
ENST00000359832.8	255.0	266.0	96.0	364.0	345.0	231.0
ENST00000483099.5	255.0	255.0	204.0	280.0	282.0	262.0
ENST00000607357.2	254.0	192.0	135.0	206.0	254.0	153.0
ENST00000561569.5	254.0	259.0	244.0	256.0	261.0	225.0
ENST00000311528.10	254.0	165.0	229.0	195.0	250.0	113.0
ENST00000548563.5	253.0	273.0	264.0	251.0	250.0	266.0
ENST00000262193.7	253.0	241.0	192.0	265.0	280.0	227.0
ENST00000508488.2	252.0	248.0	226.0	252.0	262.0	234.0
ENST00000475573.5	252.0	250.0	134.0	247.0	266.0	181.0
ENST00000304043.10	250.0	255.0	232.0	254.0	258.0	238.0
ENST00000357790.5	250.0	294.0	255.0	276.0	245.0	250.0
ENST00000613953.4	250.0	244.0	154.0	243.0	270.0	185.0
ENST00000322028.5	249.0	241.0	125.0	237.0	247.0	127.0
ENST00000612809.4	249.0	244.0	191.0	248.0	246.0	226.0
ENST00000298289.7	245.0	254.0	204.0	269.0	278.0	212.0
ENST00000363124.1	243.0	179.0	177.0	198.0	220.0	227.0
ENST00000457554.1	243.0	303.0	320.0	284.0	231.0	289.0
ENST00000296102.8	243.0	253.0	190.0	262.0	261.0	228.0
ENST00000528433.2	242.0	245.0	290.0	244.0	279.0	237.0
ENST00000369825.6	242.0	248.0	180.0	247.0	254.0	251.0
ENST00000708937.1	242.0	247.0	216.0	238.0	247.0	230.0
ENST00000334478.9	241.0	247.0	216.0	239.0	246.0	229.0
ENST00000530721.5	240.0	271.0	266.0	258.0	233.0	250.0
ENST00000274137.10	240.0	229.0	153.0	207.0	254.0	152.0
ENST00000331825.11	240.0	228.0	187.0	206.0	234.0	204.0
ENST00000184266.3	239.0	229.0	181.0	249.0	245.0	207.0
ENST00000276689.8	238.0	235.0	216.0	228.0	229.0	235.0
ENST00000529790.5	237.0	248.0	174.0	233.0	231.0	221.0
ENST00000474582.1	237.0	334.0	269.0	291.0	251.0	276.0
ENST00000593029.1	236.0	189.0	198.0	195.0	243.0	175.0
ENST00000521260.2	236.0	209.0	147.0	227.0	253.0	158.0
ENST00000678510.1	235.0	253.0	298.0	236.0	226.0	270.0
ENST00000247665.12	234.0	235.0	195.0	224.0	228.0	232.0
ENST00000223641.5	233.0	174.0	155.0	212.0	253.0	121.0
ENST00000305321.4	232.0	212.0	146.0	251.0	251.0	155.0
ENST00000330029.6	232.0	242.0	183.0	248.0	256.0	249.0
ENST00000253452.8	232.0	236.0	223.0	233.0	238.0	206.0
ENST00000547649.5	231.0	251.0	178.0	249.0	237.0	237.0
ENST00000221859.9	230.0	212.0	243.0	209.0	237.0	209.0
ENST00000396953.6	230.0	243.0	253.0	236.0	221.0	247.0
ENST00000497965.5	230.0	252.0	215.0	252.0	240.0	240.0
ENST00000372209.3	230.0	284.0	257.0	277.0	255.0	274.0
ENST00000265304.11	229.0	230.0	168.0	207.0	219.0	181.0
ENST00000440980.1	228.0	227.0	207.0	182.0	237.0	196.0
ENST00000514057.1	228.0	189.0	209.0	171.0	231.0	208.0
ENST00000550920.6	226.0	227.0	204.0	230.0	239.0	230.0
ENST00000379666.7	225.0	252.0	166.0	257.0	241.0	211.0
ENST00000271638.3	225.0	215.0	252.0	192.0	244.0	210.0
ENST00000518587.2	223.0	195.0	139.0	211.0	238.0	148.0
ENST00000497986.5	220.0	166.0	153.0	172.0	255.0	155.0
ENST00000593646.6	220.0	216.0	172.0	222.0	248.0	177.0
ENST00000642464.1	220.0	167.0	154.0	172.0	255.0	155.0
ENST00000677375.1	219.0	206.0	194.0	224.0	200.0	204.0
ENST00000708931.1	217.0	222.0	193.0	213.0	221.0	204.0
ENST00000676468.1	217.0	222.0	193.0	212.0	221.0	204.0
ENST00000611653.4	214.0	133.0	117.0	119.0	249.0	38.0
ENST00000598540.6	214.0	229.0	132.0	245.0	234.0	210.0
ENST00000496429.1	214.0	292.0	160.0	453.0	384.0	322.0
ENST00000393099.3	213.0	138.0	191.0	163.0	206.0	93.0
ENST00000293422.9	213.0	234.0	162.0	229.0	219.0	220.0
ENST00000539854.1	211.0	206.0	136.0	180.0	199.0	153.0
ENST00000642387.1	211.0	237.0	245.0	233.0	206.0	231.0
ENST00000476181.5	211.0	207.0	120.0	198.0	208.0	143.0
ENST00000639136.2	210.0	227.0	254.0	222.0	218.0	258.0
ENST00000302422.4	210.0	227.0	253.0	222.0	218.0	258.0
ENST00000297258.11	210.0	183.0	86.0	212.0	237.0	133.0
ENST00000250495.10	210.0	208.0	136.0	200.0	226.0	170.0
ENST00000643069.2	210.0	208.0	136.0	201.0	226.0	170.0
ENST00000415949.5	207.0	202.0	159.0	211.0	215.0	202.0
ENST00000513177.5	206.0	213.0	143.0	215.0	207.0	154.0
ENST00000477613.6	206.0	228.0	253.0	221.0	215.0	231.0
ENST00000555030.5	206.0	215.0	170.0	231.0	231.0	213.0
ENST00000698397.1	205.0	224.0	142.0	231.0	228.0	219.0
ENST00000300026.4	204.0	186.0	148.0	208.0	218.0	150.0
ENST00000483713.5	204.0	173.0	114.0	174.0	210.0	106.0
ENST00000684175.1	203.0	203.0	118.0	194.0	188.0	138.0
ENST00000524245.5	203.0	230.0	206.0	219.0	199.0	255.0
ENST00000467029.5	202.0	207.0	137.0	223.0	221.0	181.0
ENST00000229270.8	200.0	195.0	123.0	194.0	216.0	148.0
ENST00000354171.13	200.0	124.0	109.0	111.0	232.0	35.0
ENST00000314138.11	198.0	203.0	216.0	194.0	195.0	163.0
ENST00000596273.5	196.0	209.0	218.0	194.0	194.0	212.0
ENST00000356769.7	196.0	196.0	184.0	199.0	208.0	203.0
ENST00000612337.4	196.0	191.0	137.0	179.0	195.0	152.0
ENST00000588919.5	196.0	121.0	106.0	109.0	226.0	35.0
ENST00000409477.1	195.0	206.0	185.0	202.0	199.0	220.0
ENST00000406376.1	195.0	207.0	160.0	227.0	174.0	190.0
ENST00000678508.1	195.0	222.0	210.0	204.0	171.0	176.0
ENST00000336695.4	195.0	216.0	195.0	204.0	183.0	207.0
ENST00000224073.6	194.0	176.0	197.0	152.0	163.0	114.0
ENST00000706713.1	193.0	120.0	105.0	106.0	226.0	33.0
ENST00000601655.5	193.0	230.0	216.0	231.0	195.0	206.0
ENST00000300688.8	191.0	199.0	141.0	189.0	188.0	178.0
ENST00000619426.5	191.0	190.0	116.0	182.0	192.0	151.0
ENST00000394485.5	191.0	185.0	74.0	209.0	222.0	127.0
ENST00000621564.1	191.0	192.0	358.0	190.0	222.0	317.0
ENST00000558527.5	190.0	192.0	153.0	182.0	193.0	193.0
ENST00000596046.1	189.0	199.0	198.0	192.0	186.0	184.0
ENST00000552039.2	189.0	184.0	143.0	188.0	214.0	147.0
ENST00000398344.9	188.0	156.0	124.0	157.0	180.0	101.0
ENST00000677249.1	188.0	181.0	168.0	197.0	175.0	178.0
ENST00000313115.11	188.0	209.0	165.0	201.0	189.0	197.0
ENST00000377811.4	188.0	147.0	161.0	155.0	214.0	138.0
ENST00000531743.5	187.0	173.0	156.0	187.0	181.0	120.0
ENST00000332858.10	187.0	158.0	81.0	160.0	175.0	103.0
ENST00000684171.1	187.0	184.0	141.0	184.0	208.0	187.0
ENST00000619951.2	187.0	186.0	113.0	178.0	188.0	148.0
ENST00000562336.5	186.0	190.0	179.0	188.0	191.0	166.0
ENST00000592962.5	186.0	171.0	195.0	169.0	191.0	169.0
ENST00000299166.9	185.0	172.0	153.0	182.0	184.0	134.0
ENST00000500762.2	184.0	159.0	174.0	186.0	195.0	104.0
ENST00000681397.1	182.0	167.0	132.0	185.0	194.0	134.0
ENST00000370086.8	181.0	171.0	154.0	169.0	173.0	148.0
ENST00000553981.1	181.0	235.0	147.0	243.0	163.0	166.0
ENST00000497317.5	181.0	169.0	146.0	150.0	189.0	144.0
ENST00000276062.9	181.0	141.0	154.0	148.0	206.0	134.0
ENST00000432849.7	181.0	142.0	124.0	153.0	186.0	91.0
ENST00000699936.1	180.0	173.0	130.0	180.0	188.0	157.0
ENST00000709518.1	180.0	173.0	131.0	180.0	189.0	157.0
ENST00000321301.7	179.0	173.0	105.0	177.0	183.0	127.0
ENST00000378364.8	179.0	151.0	136.0	155.0	185.0	99.0
ENST00000692649.1	178.0	139.0	153.0	147.0	204.0	133.0
ENST00000590068.1	178.0	201.0	116.0	181.0	162.0	143.0
ENST00000379341.9	178.0	145.0	120.0	165.0	190.0	97.0
ENST00000684558.1	178.0	175.0	134.0	176.0	198.0	179.0
ENST00000575771.6	176.0	190.0	164.0	177.0	169.0	163.0
ENST00000457131.1	176.0	177.0	196.0	172.0	166.0	181.0
ENST00000242577.11	175.0	155.0	82.0	120.0	131.0	73.0
ENST00000549164.5	174.0	198.0	193.0	179.0	176.0	167.0
ENST00000355857.8	173.0	173.0	83.0	169.0	172.0	127.0
ENST00000606722.1	173.0	189.0	179.0	188.0	184.0	180.0
ENST00000635567.2	172.0	176.0	153.0	174.0	178.0	162.0
ENST00000248342.9	172.0	176.0	153.0	174.0	178.0	162.0
ENST00000442744.7	172.0	184.0	192.0	177.0	173.0	189.0
ENST00000599898.5	172.0	199.0	169.0	198.0	180.0	165.0
ENST00000394223.2	171.0	180.0	160.0	181.0	183.0	173.0
ENST00000655399.1	170.0	161.0	119.0	156.0	169.0	143.0
ENST00000562935.5	170.0	196.0	182.0	193.0	169.0	185.0
ENST00000680158.1	170.0	151.0	121.0	169.0	179.0	121.0
ENST00000465692.2	170.0	190.0	141.0	179.0	175.0	169.0
ENST00000544844.6	169.0	166.0	113.0	143.0	156.0	125.0
ENST00000612977.4	169.0	166.0	130.0	168.0	167.0	152.0
ENST00000582556.5	169.0	180.0	189.0	176.0	165.0	184.0
ENST00000462885.1	168.0	168.0	167.0	168.0	182.0	163.0
ENST00000370873.9	167.0	135.0	86.0	144.0	162.0	84.0
ENST00000393190.4	167.0	169.0	116.0	173.0	167.0	125.0
ENST00000522984.2	166.0	98.0	119.0	348.0	422.0	267.0
ENST00000244520.10	166.0	165.0	131.0	178.0	190.0	158.0
ENST00000331523.7	166.0	188.0	179.0	174.0	146.0	149.0
ENST00000491335.1	166.0	160.0	129.0	176.0	167.0	150.0
ENST00000521036.5	166.0	173.0	156.0	160.0	156.0	177.0
ENST00000614905.1	165.0	147.0	114.0	88.0	114.0	58.0
ENST00000550482.2	165.0	156.0	146.0	170.0	151.0	154.0
ENST00000245185.6	164.0	170.0	112.0	171.0	173.0	151.0
ENST00000491560.1	164.0	175.0	112.0	161.0	153.0	141.0
ENST00000556840.5	164.0	132.0	115.0	137.0	164.0	82.0
ENST00000392508.2	164.0	145.0	77.0	112.0	123.0	68.0
ENST00000403425.5	163.0	198.0	174.0	173.0	162.0	190.0
ENST00000514264.6	163.0	167.0	113.0	170.0	164.0	123.0
ENST00000543796.6	163.0	149.0	103.0	158.0	173.0	119.0
ENST00000454214.1	162.0	165.0	95.0	155.0	150.0	112.0
ENST00000481330.5	162.0	175.0	185.0	167.0	163.0	157.0
ENST00000575071.5	162.0	173.0	153.0	163.0	157.0	153.0
ENST00000474626.5	161.0	176.0	186.0	167.0	163.0	162.0
ENST00000529460.1	161.0	167.0	100.0	163.0	165.0	140.0
ENST00000643777.4	161.0	159.0	111.0	156.0	148.0	105.0
ENST00000539387.5	161.0	169.0	151.0	171.0	172.0	163.0
ENST00000473242.5	160.0	174.0	185.0	166.0	163.0	166.0
ENST00000594797.6	160.0	175.0	109.0	181.0	177.0	171.0
ENST00000477273.5	160.0	174.0	183.0	167.0	159.0	160.0
ENST00000463836.1	159.0	143.0	113.0	166.0	167.0	156.0
ENST00000711214.1	159.0	160.0	160.0	162.0	168.0	128.0
ENST00000526222.5	159.0	256.0	199.0	259.0	165.0	172.0
ENST00000490380.5	159.0	173.0	185.0	165.0	164.0	159.0
ENST00000381401.11	159.0	160.0	160.0	162.0	168.0	128.0
ENST00000709247.1	159.0	111.0	130.0	115.0	126.0	68.0
ENST00000007516.8	158.0	113.0	84.0	122.0	175.0	94.0
ENST00000602318.6	158.0	139.0	89.0	146.0	168.0	98.0
ENST00000372645.3	158.0	143.0	108.0	147.0	168.0	114.0
ENST00000531065.5	158.0	111.0	130.0	115.0	125.0	69.0
ENST00000707468.1	158.0	130.0	96.0	139.0	142.0	85.0
ENST00000622095.1	158.0	110.0	157.0	140.0	232.0	176.0
ENST00000250498.9	157.0	150.0	107.0	151.0	151.0	118.0
ENST00000573283.7	157.0	130.0	96.0	139.0	142.0	85.0
ENST00000364171.1	157.0	62.0	49.0	109.0	93.0	102.0
ENST00000331821.8	156.0	96.0	72.0	122.0	148.0	44.0
ENST00000435212.2	156.0	121.0	106.0	145.0	166.0	123.0
ENST00000589591.5	156.0	144.0	163.0	140.0	160.0	141.0
ENST00000274242.10	156.0	165.0	171.0	158.0	145.0	165.0
ENST00000532829.5	155.0	134.0	154.0	144.0	150.0	60.0
ENST00000301587.9	155.0	154.0	140.0	147.0	146.0	154.0
ENST00000517603.5	154.0	159.0	143.0	147.0	143.0	163.0
ENST00000692192.1	154.0	141.0	87.0	171.0	158.0	110.0
ENST00000301457.3	153.0	158.0	169.0	163.0	160.0	195.0
ENST00000392541.3	153.0	155.0	101.0	169.0	161.0	129.0
ENST00000475836.5	153.0	145.0	163.0	160.0	162.0	178.0
ENST00000252622.15	153.0	81.0	70.0	100.0	106.0	36.0
ENST00000377773.9	153.0	146.0	88.0	152.0	159.0	109.0
ENST00000399461.8	152.0	117.0	143.0	139.0	151.0	82.0
ENST00000645540.1	151.0	207.0	141.0	205.0	141.0	168.0
ENST00000394228.5	150.0	157.0	140.0	159.0	161.0	151.0
ENST00000312175.7	150.0	138.0	83.0	138.0	148.0	101.0
ENST00000301522.3	150.0	162.0	130.0	140.0	153.0	136.0
ENST00000409614.1	150.0	185.0	171.0	170.0	155.0	185.0
ENST00000439255.1	149.0	169.0	154.0	169.0	140.0	145.0
ENST00000370645.9	148.0	126.0	113.0	129.0	142.0	110.0
ENST00000602676.6	148.0	78.0	65.0	81.0	147.0	39.0
ENST00000249289.5	147.0	148.0	141.0	137.0	149.0	136.0
ENST00000369307.4	147.0	132.0	112.0	143.0	162.0	126.0
ENST00000414487.7	146.0	146.0	114.0	159.0	160.0	148.0
ENST00000487233.1	146.0	154.0	163.0	147.0	134.0	156.0
ENST00000341942.10	146.0	149.0	103.0	153.0	141.0	119.0
ENST00000708922.1	145.0	148.0	128.0	142.0	148.0	137.0
ENST00000551018.5	145.0	148.0	128.0	143.0	148.0	137.0
