"s37rep1_sum"	"s37rep2_sum"	"s37rep3_sum"	"s32rep1_sum"	"s32rep2_sum"	"s32rep3_sum"
"ENSG00000046889"	1	0	0	1	0	0
"ENSG00000047056"	174	195	85	140	118	98
"ENSG00000047188"	162	248	133	89	166	143
"ENSG00000047230"	292	262	212	223	253	162
"ENSG00000047249"	748	888	602	703	769	500
"ENSG00000047315"	2817	2925	1388	1993	2748	1344
"ENSG00000047346"	67	70	33	50	54	45
"ENSG00000047365"	27	20	15	7	19	24
"ENSG00000047410"	481	496	363	288	341	298
"ENSG00000047457"	8	5	10	12	8	6
"ENSG00000047578"	101	94	33	56	60	34
"ENSG00000047579"	456	378	346	415	410	273
"ENSG00000047597"	2	1	8	2	5	19
"ENSG00000047617"	1	0	0	0	13	0
"ENSG00000047621"	3101	3118	3768	2608	2794	3922
"ENSG00000047634"	2892	2415	1466	1408	1580	1139
"ENSG00000047644"	23	30	59	15	20	40
"ENSG00000047648"	2	5	0	0	0	0
"ENSG00000047662"	32	26	29	16	15	18
"ENSG00000047849"	1952	2052	2183	1581	1560	1448
"ENSG00000047932"	579	631	476	300	457	316
"ENSG00000048028"	289	213	282	103	136	90
"ENSG00000048052"	31	19	46	37	47	47
"ENSG00000048140"	312	237	158	375	323	140
"ENSG00000048162"	3306	3591	1420	3520	3179	1217
"ENSG00000048342"	463	360	451	343	300	413
"ENSG00000048392"	201	146	85	90	130	64
"ENSG00000048405"	136	78	67	69	126	43
"ENSG00000048462"	0	0	1	0	0	0
"ENSG00000048471"	36	31	40	26	28	23
"ENSG00000048544"	1358	1469	1027	854	1024	881
"ENSG00000048545"	0	0	1	0	0	1
"ENSG00000048649"	349	311	277	206	215	197
"ENSG00000048707"	442	224	178	200	205	176
"ENSG00000048740"	397	204	236	305	252	192
"ENSG00000048828"	647	523	329	333	351	223
"ENSG00000048991"	1292	1223	1282	717	1018	830
"ENSG00000049089"	4	5	9	3	2	5
"ENSG00000049130"	261	236	118	128	130	75
"ENSG00000049167"	1400	1376	851	978	997	929
"ENSG00000049192"	4	40	5	4	4	1
"ENSG00000049239"	26	28	48	24	46	28
"ENSG00000049245"	1196	1148	606	1142	1294	756
"ENSG00000049246"	19	27	4	4	11	8
"ENSG00000049247"	0	0	1	0	0	8
"ENSG00000049249"	2	1	14	2	3	19
"ENSG00000049323"	160	122	174	50	123	91
"ENSG00000049449"	1880	1814	1685	1562	1582	1164
"ENSG00000049540"	1	1	9	0	0	0
"ENSG00000049541"	1819	2131	1738	1730	1957	1718
"ENSG00000049618"	1596	1275	1566	991	810	881
"ENSG00000049656"	1048	1255	598	964	1081	500
"ENSG00000049759"	414	436	371	231	255	330
"ENSG00000049768"	1	1	3	1	1	1
"ENSG00000049769"	1	27	0	7	1	2
"ENSG00000049860"	654	712	583	419	457	273
"ENSG00000049883"	199	174	314	213	234	218
"ENSG00000050130"	1626	1799	903	1378	1475	1186
"ENSG00000050165"	45	40	39	19	51	35
"ENSG00000050344"	95	73	48	55	66	43
"ENSG00000050393"	229	250	139	192	202	118
"ENSG00000050405"	1115	1372	901	704	842	855
"ENSG00000050426"	1262	1618	2796	798	1130	1753
"ENSG00000050438"	11	16	14	4	29	3
"ENSG00000050555"	69	47	90	52	26	19
"ENSG00000050628"	7	3	3	7	0	1
"ENSG00000050730"	4	1	7	12	13	14
"ENSG00000050748"	309	519	323	341	496	168
"ENSG00000050767"	4	24	0	6	0	12
"ENSG00000050820"	107	55	71	81	45	58
"ENSG00000051009"	167	148	168	121	99	84
"ENSG00000051108"	698	1036	1497	520	634	1051
"ENSG00000051128"	11	39	45	68	34	10
"ENSG00000051180"	570	533	591	358	348	287
"ENSG00000051341"	109	124	50	46	57	26
"ENSG00000051382"	255	269	147	110	156	95
"ENSG00000051523"	5991	3250	2991	2844	3166	1472
"ENSG00000051596"	2241	2388	1423	1742	1840	1121
"ENSG00000051620"	493	590	392	385	651	441
"ENSG00000051825"	334	482	301	304	283	220
"ENSG00000052126"	405	425	433	252	309	277
"ENSG00000052344"	4	1	1	0	0	0
"ENSG00000052723"	1180	988	755	850	887	546
"ENSG00000052749"	623	564	164	679	456	266
"ENSG00000052795"	23	30	25	19	11	22
"ENSG00000052802"	746	593	282	514	610	249
"ENSG00000052841"	1052	899	1368	470	489	574
"ENSG00000052850"	28	23	30	38	48	15
"ENSG00000053108"	939	1056	1140	849	1018	1158
"ENSG00000053254"	219	207	225	144	194	132
"ENSG00000053328"	70	49	48	46	38	25
"ENSG00000053371"	471	285	196	259	197	84
"ENSG00000053372"	2026	1750	926	2397	2166	1453
"ENSG00000053438"	10	1	0	0	0	0
"ENSG00000053501"	920	1042	1255	1075	950	1099
"ENSG00000053524"	93	60	80	64	64	31
"ENSG00000053702"	9	6	10	17	16	10
"ENSG00000053747"	54	16	18	25	11	17
"ENSG00000053770"	349	274	175	298	360	230
"ENSG00000053900"	512	578	294	308	345	201
"ENSG00000053918"	5	0	0	6	0	0
"ENSG00000054116"	3311	3969	2388	2878	3152	2060
"ENSG00000054118"	2273	1843	1618	2208	2297	1727
"ENSG00000054148"	26269	30631	20765	21386	24116	25908
"ENSG00000054179"	1	0	4	0	0	0
"ENSG00000054267"	1574	1867	1272	1283	1480	1219
"ENSG00000054277"	21	28	34	17	16	31
"ENSG00000054282"	233	223	353	169	185	232
"ENSG00000054356"	2	0	0	1	0	1
"ENSG00000054392"	11	15	93	16	8	72
"ENSG00000054523"	506	494	496	219	350	235
"ENSG00000054598"	256	374	263	183	261	346
"ENSG00000054611"	140	77	94	125	121	36
"ENSG00000054654"	459	470	359	391	318	268
"ENSG00000054690"	75	140	193	46	60	127
"ENSG00000054793"	77	69	69	34	94	53
"ENSG00000054938"	3	0	2	6	3	0
"ENSG00000054965"	290	287	178	168	159	150
"ENSG00000054967"	100	116	72	82	89	58
"ENSG00000054983"	33	13	27	19	11	12
"ENSG00000055044"	2828	2571	1656	2363	2239	1578
"ENSG00000055070"	3265	2640	1480	2852	2113	978
"ENSG00000055118"	12	3	1	0	0	0
"ENSG00000055130"	1615	1911	1084	1226	1234	1012
"ENSG00000055147"	248	288	186	149	128	157
"ENSG00000055163"	2025	1892	979	1216	1376	843
"ENSG00000055208"	908	951	1062	626	639	758
"ENSG00000055211"	927	883	742	774	882	594
"ENSG00000055332"	1584	1168	1031	868	949	763
"ENSG00000055483"	644	665	524	702	473	468
"ENSG00000055609"	1065	1023	877	550	475	399
"ENSG00000055732"	163	91	122	83	100	97
"ENSG00000055813"	2	0	0	0	0	1
"ENSG00000055917"	701	800	404	369	296	320
"ENSG00000055950"	3375	3732	1979	3236	3157	2361
"ENSG00000055955"	5	11	8	14	10	0
"ENSG00000056050"	733	581	519	484	421	351
"ENSG00000056097"	1155	1110	1403	650	752	763
"ENSG00000056277"	153	82	157	79	58	65
"ENSG00000056291"	0	2	1	0	0	4
"ENSG00000056487"	17	32	30	13	8	36
"ENSG00000056558"	10	10	4	4	3	17
"ENSG00000056586"	320	299	156	236	337	209
"ENSG00000056736"	175	114	113	106	119	43
"ENSG00000056972"	461	466	428	260	206	427
"ENSG00000056998"	122	76	57	107	129	77
"ENSG00000057019"	156	128	84	79	105	67
"ENSG00000057252"	490	462	394	264	332	261
"ENSG00000057294"	319	268	248	172	110	157
"ENSG00000057468"	2	2	0	2	1	2
"ENSG00000057608"	1960	1959	1189	1419	1569	923
"ENSG00000057657"	5	0	1	0	0	0
"ENSG00000057663"	1378	1166	888	1158	1008	736
"ENSG00000057704"	24	26	22	20	42	44
"ENSG00000057757"	767	433	346	557	525	227
"ENSG00000057935"	597	735	930	586	531	696
"ENSG00000058056"	305	488	287	211	261	181
"ENSG00000058063"	153	148	116	76	84	94
"ENSG00000058085"	9	9	11	0	3	8
"ENSG00000058091"	232	196	192	131	181	117
"ENSG00000058262"	2742	1370	1616	3338	1313	1127
"ENSG00000058272"	381	299	314	270	212	207
"ENSG00000058404"	41	12	10	35	24	24
"ENSG00000058453"	110	46	41	96	60	9
"ENSG00000058600"	377	549	386	298	215	210
"ENSG00000058668"	480	381	442	284	244	277
"ENSG00000058673"	1621	1519	1200	966	1396	857
"ENSG00000058729"	649	648	369	481	450	360
"ENSG00000058799"	505	458	350	346	383	306
"ENSG00000058804"	981	841	468	449	534	313
"ENSG00000058866"	1	1	1	1	0	1
"ENSG00000059122"	205	223	179	166	89	92
"ENSG00000059145"	141	99	44	51	105	90
"ENSG00000059377"	75	50	28	59	73	18
"ENSG00000059378"	1	27	13	15	26	21
"ENSG00000059573"	1293	985	566	962	957	422
"ENSG00000059588"	194	283	142	135	187	113
"ENSG00000059691"	422	525	319	395	331	338
"ENSG00000059728"	93	79	90	75	85	58
"ENSG00000059758"	74	106	47	46	66	41
"ENSG00000059769"	153	119	86	84	166	88
"ENSG00000059804"	39	43	45	36	27	29
"ENSG00000059915"	44	6	25	27	15	4
"ENSG00000060069"	89	184	41	184	116	87
"ENSG00000060138"	2517	3451	2105	2124	2795	2332
"ENSG00000060140"	1	1	5	0	1	1
"ENSG00000060237"	3007	2485	3035	1986	1537	1898
"ENSG00000060303"	0	0	0	2	0	0
"ENSG00000060339"	1594	1463	1380	1259	1235	1075
"ENSG00000060491"	123	136	69	120	98	37
"ENSG00000060558"	1	0	0	0	2	3
"ENSG00000060642"	108	193	175	36	77	48
"ENSG00000060656"	352	391	302	296	298	308
"ENSG00000060688"	2623	2609	1492	2148	2236	1192
"ENSG00000060718"	1	0	0	0	0	2
"ENSG00000060749"	337	250	159	180	147	139
"ENSG00000060762"	5000	5684	3087	4218	4433	3309
"ENSG00000060971"	660	406	298	472	509	213
"ENSG00000060982"	342	363	448	240	293	376
"ENSG00000061273"	149	155	159	148	156	74
"ENSG00000061337"	2	0	7	10	4	3
"ENSG00000061455"	51	44	31	24	22	28
"ENSG00000061492"	0	2	0	0	2	0
"ENSG00000061656"	106	94	171	148	122	179
"ENSG00000061676"	1073	1251	814	667	840	841
"ENSG00000061794"	2198	2351	1399	1858	2074	1548
"ENSG00000061918"	145	186	143	85	107	76
"ENSG00000061936"	172	95	154	156	145	67
"ENSG00000061938"	156	51	104	71	87	48
"ENSG00000061987"	295	178	176	79	100	109
"ENSG00000062038"	10	12	15	42	30	12
"ENSG00000062096"	0	2	0	0	0	0
"ENSG00000062194"	1101	1184	730	517	841	579
"ENSG00000062282"	40	27	72	26	52	40
"ENSG00000062370"	50	93	69	66	49	64
"ENSG00000062485"	5703	4889	3236	3772	4604	2805
"ENSG00000062524"	23	35	11	10	38	49
"ENSG00000062582"	8754	8814	6574	9376	7500	6922
"ENSG00000062598"	363	279	299	271	186	124
"ENSG00000062650"	318	360	225	223	299	146
"ENSG00000062716"	3971	4287	2723	2534	3073	2332
"ENSG00000062725"	146	130	94	59	55	44
"ENSG00000062822"	827	621	589	753	477	182
"ENSG00000063015"	0	1	0	0	0	0
"ENSG00000063046"	6197	6482	7446	3618	4135	4592
"ENSG00000063127"	15	1	17	7	4	5
"ENSG00000063169"	141	134	133	109	118	66
"ENSG00000063176"	204	144	135	168	161	57
"ENSG00000063177"	121073	124345	107960	91932	100919	55731
"ENSG00000063180"	168	284	306	177	231	315
"ENSG00000063241"	1450	968	519	1670	880	147
"ENSG00000063244"	2794	2096	1119	2429	1936	893
"ENSG00000063245"	293	286	289	255	272	256
"ENSG00000063322"	1350	1109	1159	1132	913	697
"ENSG00000063438"	162	156	127	81	95	83
"ENSG00000063587"	148	103	60	121	94	88
"ENSG00000063601"	275	291	214	236	260	147
"ENSG00000063660"	10	14	17	17	18	7
"ENSG00000063761"	135	128	123	146	83	77
"ENSG00000063854"	518	619	568	466	400	179
"ENSG00000063978"	781	655	494	923	908	332
"ENSG00000064012"	302	259	618	226	176	424
"ENSG00000064042"	116	76	182	42	95	106
"ENSG00000064102"	663	574	275	193	274	142
"ENSG00000064115"	237	202	141	86	103	107
"ENSG00000064195"	14	3	4	4	3	3
"ENSG00000064199"	549	561	589	587	549	575
"ENSG00000064205"	2	1	9	1	3	9
"ENSG00000064225"	256	302	268	217	112	168
"ENSG00000064270"	5	8	8	1	10	0
"ENSG00000064300"	5	6	9	6	8	4
"ENSG00000064309"	138	127	126	122	51	57
"ENSG00000064313"	950	870	534	518	699	480
"ENSG00000064393"	277	193	218	137	116	88
"ENSG00000064419"	427	485	342	319	326	218
"ENSG00000064489"	59	26	59	75	68	54
"ENSG00000064490"	1320	1511	1122	1182	1119	1013
"ENSG00000064545"	1242	1214	955	1265	945	437
"ENSG00000064547"	21	26	20	17	13	3
"ENSG00000064601"	3023	2962	1288	2982	2485	1354
"ENSG00000064607"	689	672	559	539	351	289
"ENSG00000064651"	102	94	96	59	112	90
"ENSG00000064652"	107	140	156	83	97	109
"ENSG00000064655"	58	35	45	46	53	15
"ENSG00000064666"	378	273	221	428	254	242
"ENSG00000064687"	166	77	97	123	69	51
"ENSG00000064692"	39	31	56	24	11	18
"ENSG00000064703"	1205	955	742	866	969	660
"ENSG00000064726"	378	266	216	184	280	148
"ENSG00000064763"	1594	1344	1245	1023	1469	1132
"ENSG00000064787"	0	0	1	19	0	0
"ENSG00000064886"	0	0	0	0	1	0
"ENSG00000064932"	46	55	52	58	69	57
"ENSG00000064933"	773	701	607	305	389	448
"ENSG00000064961"	359	337	273	393	306	160
"ENSG00000064989"	7	17	5	1	0	2
"ENSG00000064995"	2700	2505	1527	2247	2325	1207
"ENSG00000064999"	430	409	300	283	177	235
"ENSG00000065000"	1353	1337	1104	1537	1563	745
"ENSG00000065029"	225	261	331	235	302	248
"ENSG00000065054"	79	87	68	87	91	36
"ENSG00000065057"	1171	1484	979	790	1112	515
"ENSG00000065060"	62	74	97	51	38	54
"ENSG00000065135"	1330	1229	723	937	1045	665
"ENSG00000065150"	7912	7007	4788	4082	4760	3358
"ENSG00000065154"	3785	3955	1653	3361	3568	2042
"ENSG00000065183"	651	542	284	318	402	162
"ENSG00000065243"	542	405	351	254	285	153
"ENSG00000065268"	892	710	361	612	636	259
"ENSG00000065308"	92	68	61	28	32	32
"ENSG00000065320"	37	24	27	29	25	22
"ENSG00000065328"	430	458	326	258	339	218
"ENSG00000065357"	62	48	30	24	13	51
"ENSG00000065361"	147	173	147	89	144	122
"ENSG00000065371"	0	0	5	0	0	0
"ENSG00000065413"	44	48	38	25	55	76
"ENSG00000065427"	3722	3413	2059	2549	2663	2202
"ENSG00000065457"	156	115	132	64	76	59
"ENSG00000065485"	203	181	115	124	152	88
"ENSG00000065491"	95	99	81	99	123	88
"ENSG00000065518"	21094	23859	15404	18135	21442	18514
"ENSG00000065526"	2623	1831	1480	1958	1633	1097
"ENSG00000065534"	561	474	582	407	438	536
"ENSG00000065548"	1660	1485	863	1201	1213	900
"ENSG00000065559"	286	323	134	179	165	148
"ENSG00000065600"	644	632	463	567	515	297
"ENSG00000065609"	0	12	48	17	4	36
"ENSG00000065613"	346	393	223	184	270	208
"ENSG00000065615"	694	445	401	343	305	237
"ENSG00000065618"	3	0	1	0	0	0
"ENSG00000065621"	213	105	163	148	180	131
"ENSG00000065665"	202	100	83	109	149	57
"ENSG00000065675"	29	48	24	16	13	1
"ENSG00000065717"	2	0	9	8	2	1
"ENSG00000065802"	157	153	159	155	137	101
"ENSG00000065809"	147	243	122	89	186	115
"ENSG00000065833"	283	170	177	189	166	98
"ENSG00000065882"	239	179	250	185	178	74
"ENSG00000065883"	609	354	441	215	242	185
"ENSG00000065911"	8927	10107	15201	7618	8435	12105
"ENSG00000065923"	45	37	53	52	43	67
"ENSG00000065970"	68	47	51	41	67	27
"ENSG00000065978"	8739	11502	5753	7553	8401	7960
"ENSG00000065989"	32	26	13	12	5	0
"ENSG00000066027"	118	93	79	49	38	32
"ENSG00000066044"	329	350	251	298	299	323
"ENSG00000066056"	8	4	2	0	0	1
"ENSG00000066084"	152	127	93	65	82	74
"ENSG00000066117"	234	250	192	195	205	138
"ENSG00000066135"	377	324	287	190	222	170
"ENSG00000066136"	1969	1390	1430	1430	1373	744
"ENSG00000066185"	2	0	0	1	0	0
"ENSG00000066230"	311	291	179	285	242	173
"ENSG00000066248"	8	3	17	5	1	1
"ENSG00000066279"	1350	1207	770	725	814	535
"ENSG00000066322"	1745	1871	1016	1446	1337	972
"ENSG00000066336"	0	0	1	2	1	0
"ENSG00000066379"	1473	1657	1562	1020	1259	1115
"ENSG00000066382"	13	20	17	12	2	12
"ENSG00000066405"	20	9	21	5	0	1
"ENSG00000066422"	723	697	461	543	506	138
"ENSG00000066427"	1230	1633	1397	716	809	999
"ENSG00000066455"	187	159	96	143	164	103
"ENSG00000066468"	202	416	254	81	123	136
"ENSG00000066557"	479	463	280	303	339	214
"ENSG00000066583"	557	626	378	372	383	275
"ENSG00000066629"	159	164	86	101	136	52
"ENSG00000066651"	2264	2929	1704	1672	2289	2094
"ENSG00000066654"	364	307	135	242	256	109
"ENSG00000066697"	284	357	245	375	299	351
"ENSG00000066735"	78	120	42	33	81	48
"ENSG00000066739"	62	75	55	46	45	22
"ENSG00000066777"	102	114	84	41	90	64
"ENSG00000066813"	88	63	69	69	55	32
"ENSG00000066827"	101	92	38	67	49	53
"ENSG00000066855"	487	648	409	388	502	275
"ENSG00000066923"	296	227	124	355	272	261
"ENSG00000066926"	658	612	511	591	606	519
"ENSG00000066933"	200	185	149	100	74	61
"ENSG00000067048"	0	3	2	0	0	0
"ENSG00000067057"	2087	2170	1120	2127	1899	868
"ENSG00000067064"	2269	1702	318	2631	2344	577
"ENSG00000067066"	425	273	344	252	197	165
"ENSG00000067082"	84	64	45	40	56	68
"ENSG00000067113"	164	136	143	111	101	74
"ENSG00000067141"	397	458	440	258	248	257
"ENSG00000067167"	1068	859	519	562	697	504
"ENSG00000067177"	406	447	320	310	268	232
"ENSG00000067182"	426	364	466	290	268	206
"ENSG00000067191"	39	43	49	40	21	30
"ENSG00000067208"	568	526	498	283	298	265
"ENSG00000067221"	73	89	146	61	79	22
"ENSG00000067225"	23439	26330	10161	20414	21412	11452
"ENSG00000067248"	352	308	178	284	256	155
"ENSG00000067334"	1736	1526	735	1485	1412	775
"ENSG00000067365"	394	339	316	312	293	244
"ENSG00000067369"	439	523	460	189	322	214
"ENSG00000067445"	528	500	418	474	377	356
"ENSG00000067533"	1171	1084	544	1075	1111	611
"ENSG00000067560"	48111	52242	29728	38636	44196	34168
"ENSG00000067596"	455	319	212	303	281	174
"ENSG00000067601"	49	71	79	43	37	79
"ENSG00000067606"	74	35	57	59	47	32
"ENSG00000067704"	793	689	509	438	610	368
"ENSG00000067715"	122	75	86	93	76	87
"ENSG00000067798"	7	1	6	4	2	2
"ENSG00000067829"	2338	2536	1866	1815	2040	1674
"ENSG00000067836"	474	410	558	360	295	290
"ENSG00000067840"	9	3	15	6	1	0
"ENSG00000067842"	1	0	0	0	0	0
"ENSG00000067900"	126	211	194	88	135	94
"ENSG00000067955"	702	868	508	555	626	671
"ENSG00000067992"	717	546	550	475	482	310
"ENSG00000068001"	462	149	66	272	105	22
"ENSG00000068024"	48	42	38	12	8	23
"ENSG00000068028"	464	515	338	319	297	176
"ENSG00000068078"	392	580	228	498	524	260
"ENSG00000068079"	139	105	90	116	59	56
"ENSG00000068097"	253	133	203	131	129	117
"ENSG00000068120"	1683	2075	1346	1236	1376	1047
"ENSG00000068137"	191	193	109	80	79	47
"ENSG00000068305"	521	619	439	503	513	337
"ENSG00000068308"	533	492	322	516	336	256
"ENSG00000068323"	116	100	96	113	132	92
"ENSG00000068354"	108	75	67	60	61	58
"ENSG00000068366"	601	514	358	415	374	259
"ENSG00000068383"	26	51	33	28	43	25
"ENSG00000068394"	180	116	86	193	137	52
"ENSG00000068400"	350	325	320	212	263	182
"ENSG00000068438"	1919	1615	1211	1399	1517	875
"ENSG00000068489"	717	784	855	420	536	838
"ENSG00000068615"	71	44	50	43	25	15
"ENSG00000068650"	624	488	448	416	367	170
"ENSG00000068654"	692	594	375	428	374	297
"ENSG00000068697"	2579	2828	1751	1832	1991	1627
"ENSG00000068724"	125	108	125	137	62	92
"ENSG00000068745"	1527	1670	2211	1710	1916	1962
"ENSG00000068781"	10	7	15	3	1	1
"ENSG00000068784"	151	120	76	68	86	80
"ENSG00000068796"	2091	2044	1229	1280	1423	1136
"ENSG00000068831"	48	11	32	6	23	11
"ENSG00000068878"	457	514	340	349	291	346
"ENSG00000068885"	241	282	289	300	234	311
"ENSG00000068903"	822	677	572	595	455	210
"ENSG00000068912"	1345	1173	681	1095	1047	568
"ENSG00000068971"	18	14	30	8	10	14
"ENSG00000068976"	2	15	4	1	12	0
"ENSG00000068985"	0	0	1	0	0	0
"ENSG00000069011"	55	64	28	43	29	19
"ENSG00000069018"	1	0	0	0	0	3
"ENSG00000069020"	106	25	74	71	67	103
"ENSG00000069188"	23	20	27	4	12	9
"ENSG00000069206"	0	0	0	0	0	5
"ENSG00000069248"	452	405	269	301	310	175
"ENSG00000069275"	2619	2618	1756	1816	2083	1774
"ENSG00000069329"	2003	1857	942	1216	1286	711
"ENSG00000069345"	1437	1239	775	963	1020	624
"ENSG00000069399"	2	2	8	0	3	1
"ENSG00000069424"	309	331	321	371	268	249
"ENSG00000069431"	444	333	314	296	306	306
"ENSG00000069482"	1379	563	313	837	676	317
"ENSG00000069493"	215	196	156	153	136	107
"ENSG00000069509"	1199	1425	1044	1222	1336	1161
"ENSG00000069535"	0	2	5	1	0	3
"ENSG00000069667"	96	82	92	62	107	75
"ENSG00000069696"	2	0	2	2	1	1
"ENSG00000069702"	276	250	215	146	137	115
"ENSG00000069764"	0	3	0	2	0	3
"ENSG00000069812"	78	57	71	64	59	53
"ENSG00000069849"	5055	4888	2721	4164	4100	2288
"ENSG00000069869"	248	287	283	113	196	177
"ENSG00000069943"	166	224	277	175	211	215
"ENSG00000069956"	1306	1024	653	903	1038	482
"ENSG00000069966"	549	555	482	557	548	458
"ENSG00000069974"	189	210	153	99	179	85
"ENSG00000069998"	441	590	277	399	518	138
"ENSG00000070010"	2586	2337	1386	2245	2163	1777
"ENSG00000070018"	128	116	106	65	80	70
"ENSG00000070019"	1	0	0	0	1	0
"ENSG00000070047"	96	98	48	58	63	45
"ENSG00000070061"	1463	1315	889	821	1169	698
"ENSG00000070081"	693	736	595	608	606	594
"ENSG00000070087"	4319	4218	2810	3146	3361	2597
"ENSG00000070159"	257	330	254	118	186	105
"ENSG00000070182"	4	13	2	13	2	0
"ENSG00000070190"	0	0	1	0	0	0
"ENSG00000070193"	0	0	0	1	0	0
"ENSG00000070214"	205	258	171	111	178	125
"ENSG00000070269"	124	83	98	67	42	22
"ENSG00000070366"	127	192	117	85	96	94
"ENSG00000070367"	422	411	262	182	284	142
"ENSG00000070371"	73	29	73	51	41	71
"ENSG00000070388"	4	1	5	0	4	3
"ENSG00000070404"	23	25	10	11	10	3
"ENSG00000070413"	492	353	280	534	330	140
"ENSG00000070423"	393	310	321	404	570	330
"ENSG00000070444"	55	45	40	37	42	38
"ENSG00000070476"	73	110	94	50	69	74
"ENSG00000070495"	1275	1028	551	574	596	271
"ENSG00000070501"	738	833	691	468	535	499
"ENSG00000070526"	3	6	13	7	1	8
"ENSG00000070540"	48	21	39	17	17	37
"ENSG00000070601"	3	2	3	2	0	0
"ENSG00000070610"	238	232	119	156	156	68
"ENSG00000070614"	164	91	60	127	84	63
"ENSG00000070669"	1687	2118	9612	1481	1846	7148
"ENSG00000070718"	535	580	455	462	470	312
"ENSG00000070731"	11	0	6	3	7	10
"ENSG00000070748"	1	1	0	0	0	3
"ENSG00000070756"	18062	22323	18211	14424	14419	17793
"ENSG00000070759"	168	158	132	106	106	71
"ENSG00000070761"	1606	1584	1082	1249	1278	711
"ENSG00000070770"	187	209	214	151	157	145
"ENSG00000070778"	40	68	36	38	37	45
"ENSG00000070785"	2309	2299	1624	1618	1713	1322
"ENSG00000070808"	0	1	0	0	0	0
"ENSG00000070814"	3660	2869	1974	2409	2133	1383
"ENSG00000070831"	32107	31781	19114	24228	28526	25197
"ENSG00000070882"	219	186	109	116	119	72
"ENSG00000070886"	41	25	20	36	33	4
"ENSG00000070915"	0	0	6	0	0	0
"ENSG00000070950"	286	195	130	210	185	134
"ENSG00000070961"	522	643	450	334	422	218
"ENSG00000071051"	175	159	138	133	107	80
"ENSG00000071054"	931	840	767	777	801	744
"ENSG00000071073"	34	40	31	28	46	21
"ENSG00000071082"	271708	342586	308164	225072	271795	304758
"ENSG00000071127"	2646	2513	1269	2009	2116	1086
"ENSG00000071189"	439	292	231	208	209	166
"ENSG00000071205"	252	127	66	109	70	86
"ENSG00000071242"	101	44	166	71	57	63
"ENSG00000071243"	361	318	353	526	429	510
"ENSG00000071246"	84	74	63	59	58	41
"ENSG00000071282"	29	5	27	10	9	8
"ENSG00000071462"	3784	3711	2218	3645	3354	2192
"ENSG00000071537"	144	130	113	95	132	73
"ENSG00000071539"	1019	865	418	819	833	387
"ENSG00000071553"	2783	2764	2029	2237	2439	1259
"ENSG00000071564"	836	1009	389	711	680	598
"ENSG00000071575"	10	2	4	0	0	0
"ENSG00000071626"	2826	3321	2381	3133	3500	2677
"ENSG00000071655"	556	496	306	661	340	128
"ENSG00000071794"	620	527	428	359	351	285
"ENSG00000071859"	334	293	222	401	333	116
"ENSG00000071889"	365	297	248	168	280	226
"ENSG00000071894"	207	216	235	222	211	131
"ENSG00000071909"	1	0	12	6	0	1
"ENSG00000071967"	49	57	80	52	56	46
"ENSG00000071994"	1955	1970	1339	1245	1484	1039
"ENSG00000072041"	3354	2951	2110	1943	2899	1637
"ENSG00000072042"	774	620	488	486	586	319
"ENSG00000072062"	567	436	395	461	282	301
"ENSG00000072071"	252	165	258	227	168	147
"ENSG00000072080"	1	3	2	1	0	0
"ENSG00000072110"	2313	1980	1005	1499	1316	881
"ENSG00000072121"	363	339	229	184	141	83
"ENSG00000072133"	14	22	24	13	1	7
"ENSG00000072134"	352	353	204	140	151	106
"ENSG00000072135"	282	231	225	239	261	162
"ENSG00000072163"	5	19	28	14	2	0
"ENSG00000072182"	1	0	1	0	0	0
"ENSG00000072195"	24	104	34	24	9	6
"ENSG00000072201"	6	11	3	5	3	5
"ENSG00000072210"	1762	1820	1293	1244	1179	630
"ENSG00000072274"	2492	1906	277	1068	1485	471
"ENSG00000072310"	158	257	247	163	207	160
"ENSG00000072315"	4	2	4	0	0	1
"ENSG00000072364"	281	185	267	161	150	99
"ENSG00000072401"	656	480	390	348	369	124
"ENSG00000072415"	283	288	295	186	248	215
"ENSG00000072422"	69	70	71	34	20	37
"ENSG00000072501"	4038	3081	2504	2116	2312	1628
"ENSG00000072506"	3712	4023	2050	3364	3043	1808
"ENSG00000072518"	245	160	225	173	177	89
"ENSG00000072571"	716	756	495	394	385	364
"ENSG00000072609"	159	204	207	264	270	166
"ENSG00000072657"	8	9	6	16	26	4
"ENSG00000072682"	1270	1103	1025	1635	1604	1247
"ENSG00000072694"	8	10	1	3	5	7
"ENSG00000072736"	660	594	950	346	344	284
